family,title,abstract,applicants,inventors,dates,classes
44993880,"ANTI-MAGE-A3 T CELL RECEPTORS AND RELATED MATERIALS AND METHODS OF USE","The invention provides an isolated or purified T cell receptor (TCR) having antigenic specificity for melanoma antigen family A (MAGE A)-3. The invention further provides related polypeptides and proteins, as well as related nucleic acids, recombinant expression vectors, host cells, and populations of cells. Further provided by the invention are antibodies, or an antigen binding portion thereof, and pharmaceutical compositions relating to the TCRs of the invention. Methods of detecting the presence of cancer in a host and methods of treating or preventing cancer in a host are further provided by the invention.",us health[us]; morgan richard a[us]; chinnasamy nachimuthu[us]; rosenberg steven a[us]; wargo jennifer a[us],morgan richard a[us]; chinnasamy nachimuthu[us]; rosenberg steven a[us]; wargo jennifer a[us],20120426,C07K14/7051;A61K2039/5156
58661724,"TCR FOR IDENTIFYING NY-ESO-1 ANTIGEN OLIGOPEPTIDE","Provided is a T cell receptor (TCR) capable of specifically binding oligopeptide SLLMWITQC derived from NY-ESO-1 antigens. The antigen oligopeptide SLLMWITQC can form a compound with HLA A0201, and the compound is presented to a cell surface. Also provided are a nucleic acid molecule for coding the TCR and a carrier containing the nucleic acid molecule as well as a cell transducing the TCR.",guangzhou xiangxue pharmaceutical co ltd[cn],li yi[cn]; xiang ruirui[cn]; wu wanli[cn]; lin yanmei[cn]; li siyun[cn],20170511,A61K35/17;A61K38/17;A61K48/00;C07K14/7051;C12N5/10;C12N15/867;A61K38/00;C07K2319/00
70774027,"MODIFIED CELL EXPRESSING THERAPEUTIC AGENT AND USES THEREOF","Compositions and methods for enhancing T cell response which increases the efficacy of CAR T cell therapy for treating cancer are described. Embodiments include a modified cell comprising an isolated nucleic acid comprising a first nucleic acid and a second nucleic acid, the first nucleic acid encoding a chimeric antigen receptor (CAR), the second nucleic acid encoding a therapeutic agent comprising at least one of IFN-y, IL-2, IL-6, IL-7, IL-15, IL-17, and IL-23. The modified cell expresses and secretes the therapeutic agent.",innovative cellular therapeutics holdings ltd; innovative cellular therapeutics inc[us],xiao lei[cn]; cao zhiyuan[cn]; pu chengfei[cn]; sun he[cn],20200528,A61K35/17;A61K38/204;A61K38/208;A61K38/217;A61K39/001102;A61K39/001112;A61P35/00;C07K14/7051;C07K16/2803;C07K16/2869;C12N5/0636;A61K2039/5156;A61K2039/5158;C07K2317/24;C07K2317/622;C07K2319/03;C07K2319/33;C12N2510/00
74229693,"T CELL RECEPTOR FOR RECOGNIZING SSX2 ANTIGEN SHORT PEPTIDE","The present invention provides a T cell receptor (TCR) capable of specifically binding a short peptide KASEKIFYV derived from an SSX2 antigen. The antigen short peptide KASEKIFYV can form a complex with HLA A0201 and be presented together to a cell surface. The present invention further provides a nucleic acid molecule encoding the TCR and a vector comprising the nucleic acid molecule. In addition, the invention further provides a cell that transduces the TCR of the present invention.",guangdong xiangxue life sciences ltd[cn],li yi[cn]; hu jing[cn]; sun hanli[cn],20210204,A61K38/17;A61P35/00;A61P37/02
67906919,"GENE-REGULATING COMPOSITIONS AND METHODS FOR IMPROVED IMMUNOTHERAPY","The present disclosure provides methods and compositions related to the modification of immune effector cells to increase therapeutic efficacy. In some embodiments, immune effector cells modified to reduce expression of one or more endogenous target genes, or to reduce one or more functions of an endogenous protein to enhance effector functions of the immune cells are provided. In some embodiments, immune effector cells further modified by introduction of transgenes conferring antigen specificity, such as exogenous T cell receptors (TCRs) or chimeric antigen receptors (CARs) are provided. Methods of treating a cell proliferative disorder, such as a cancer, using the modified immune effector cells described herein are also provided.",ksq therapeutics inc[us],benson micah[us]; merkin jason[us]; kryukov gregory v[us]; shenker solomon martin[us]; schlabach michael[us]; tubo noah[us],20190919,A61K48/00;C07K14/47;C12N9/16;C12N9/22;C12N15/63
66092256,"MODIFIED IMMUNE RECEPTOR CONSTRUCTS","The current disclosure provides for immune cells expressing immune receptors comprising i) a polypeptide having an antigen binding domain, a TCR α-chain constant domain, and a TCR δ-chain transmembrane domain; and/or ii) a polypeptide having an antigen binding domain, a TCR β-chain constant domain, and a TCR γ-chain transmembrane domain. The current disclosure also provides for immune cell expressing immune receptors comprising an antigen binding domain, and a transmembrane domain, wherein the antigen binding domain specifically binds a binding moiety that in turn specifically binds a target, for example a cancer cell. The immune cells, optionally in combination with the binding moiety, can be used in medical treatment, preferably the treatment of a cancer.",umc utrecht holding bv[nl]; miltenyi biotec b v & co kg[de],kierkels guido[nl]; kuball jürgen[nl]; lock dominik[de]; kaiser andrew[de],20201008,A61K35/17;C07K14/7051
65516715,"IMMUNOTHERAPY TARGETING CORE BINDING FACTOR ANTIGENS","The present disclosure provides compositions and methods for targeting a Core Binding Factor, β-subunit:Myosin Heavy Chain 11 (CBFβ:MYH11) antigen to, for example, prevent or manage relapse of Acute Myeloid Leukemia (AML). Also provided are polynucleotides and transgene constructs encoding binding proteins, such as a T cell receptor or a chimeric antigen receptor. Such transgene constructs can be transduced into an immune cell, such as a T cell, and used in immunotherapy in a subject having or at risk for recurrence of the AML.",hutchinson fred cancer res[us],bleakley marie[us]; biernacki melinda[us],20190718,C07K14/7051;A61K39/001196
70705750,"HIGH-AFFINITY TCR FOR AFP RECOGNITION","Provided in the present invention is a T-cell receptor (TCR) having the characteristic of binding a FMNKFIYEI-HLA A0201 complex; and the binding affinity of the TCR to the FMNKFIYEI-HLA A0201 complex is at least 5 times that of a wild-type TCR to the FMNKFIYEI-HLA A0201 complex. Further provided in the present invention is a fusion molecule of the TCR with a therapeutic agent. The TCR can be used alone or in combination with the therapeutic agent, so as to target a tumor cell presenting the FMNKFIYEI-HLA A0201 complex.",guangdong xiangxue life sciences ltd[cn],li yi[cn]; chen liang[cn],20200522,A61K35/17;A61K38/17;A61P35/00;A61P35/00;C07K14/7051;C12N5/0636;C12N5/10;C12N15/63;A61K38/00;C12N2510/00
25175942,"NOVEL NUCLEIC ACIDS AND POLYPEPTIDES","The present invention provides novel nucleic acids, novel polypeptide sequences encoded by these nucleic acids and uses thereof.",hyseq inc[us]; tang y tom[us]; zhou ping[us]; goodrich ryle w[us]; asundi vinod[us]; zhang jie[us]; zhao qing a[us]; ren feiyan[us]; xue aidong j[us]; yang yonghong[us]; ma yunging[us]; yamazaki victoria[us]; chen rui-hong[us]; wang zhiwei[us]; ghosh malabika[us]; wehrman tom[us]; wang jian-rui[us]; wang dunrui[us]; drmanac radoje t[us],tang y tom[us]; zhou ping[us]; goodrich ryle w[us]; asundi vinod[us]; zhang jie[us]; zhao qing a[us]; ren feiyan[us]; xue aidong j[us]; yang yonghong[us]; ma yunging[us]; yamazaki victoria[us]; chen rui-hong[us]; wang zhiwei[us]; ghosh malabika[us]; wehrman tom[us]; wang jian-rui[us]; wang dunrui[us]; drmanac radoje t[us],20020912;20031120,C07K14/47;C07K14/475;C07K14/47;C07K14/475
65767286,"CYCLIN A1 SPECIFIC T CELL RECEPTORS AND USES THEREOF","The present disclosure provides binding proteins, including TCRs, that specifically bind human cyclin A1 (CCNA1), host cells expressing such antigen specific binding proteins, nucleic acids encoding the same, and compositions for use in treating diseases or disorders in which cells overexpress CCNA1, such as in cancer.",hutchinson fred cancer res[us],perret rachel[us]; greenberg philip d[us],20190815,A61K39/00;A61K39/001111;C07K14/4738;C07K14/7051;C12N5/0638;A61K2039/585;C12N2510/00
57218127,"T CELL RECEPTOR FOR RECOGNIZING NY-ESO-1 ANTIGEN SHORT-CHAIN POLYPEPTIDE","Provided is a T cell receptor (TCR) capable of binding specifically antigen short-chain polypeptide SLLMWITQC derived from NY-ESO-1. The antigen short-chain polypeptide is capable of forming a complex with HLA A0201 and being presented together on the surface of a cell. Also provided are a nucleic acid molecule encoding the TCR and a vector comprising the nucleic acid molecule. In addition, the present invention also provides a cell for transducing the TCR of the present invention.",guangzhou xiangxue pharmaceutical co ltd[cn],li yi[cn]; ou yusheng[cn]; wu wanli[cn],20161110,A61K35/17;A61K38/17;A61K48/00;C12N5/10;C12N15/867
70057346,"T CELL RECEPTORS SPECIFIC TO B-CELL MATURATION ANTIGEN FOR TREATMENT OF CANCER","This disclosure relates to T cell receptors (e.g., T cell receptors comprising alpha chains and beta chains) specific to B-cell maturation antigen (BCMA), T cells comprising same, and methods of use thereof.",dana farber cancer inst inc[us],bae jooeun[us]; munshi nikhil c[us]; anderson kenneth c[us],20200910,A61K39/001117;A61P35/00;C07K14/7051;C12N5/0636;A61K2039/5158;C12N2510/00
66101858,"MAGEA1 SPECIFIC T CELL RECEPTORS AND THEIR USE","The present invention relates to an isolated T cell receptor (TCR) specific for a MAGEA1- derived peptide and to a polypeptide comprising a functional portion of the TCR. Further implicated are a multivalent TCR complex, a nucleic acid encoding a TCR, a cell expressing the TCR and a pharmaceutical composition comprising the TCR. The invention also refers to the TCR for use as a medicament, in particular to the TCR for use in the treatment of cancer.",medigene immunotherapies gmbh[de],wehner carina[de]; weis manon[de]; raffegerst silke[de]; mösch anja[de],20201008,C07K14/4748;C07K14/7051;C07K16/2809;C07K16/30;C12N5/0636;A61K38/00;C07K2317/34;C07K2317/565;C12N2510/00
57121227,"COMBINATION THERAPY USING INHIBITORS OF HUMAN GROWTH AND DIFFERENTIATION FACTOR 15 (GDF-15) AND IMMUNE CHECKPOINT BLOCKERS","The present invention relates to uses of inhibitors of human Growth and Differentiation Factor 15 (GDF-15), and to combined uses of such inhibitors with immune checkpoint blockers, in the treatment of solid cancers.",julius-maximilians-universität würzburg[de],wischhusen jörg[de]; haake markus[de]; dummer reinhard[ch]; mehling matthias[ch]; schäfer tina[de]; selle martina[de],20170406;20170706,A61K39/3955;A61K45/06;C07K16/22;C07K16/2818;G01N33/505;G01N33/5064;G01N33/574;A61K2039/505;A61K2039/507;A61K2039/55;C07K2317/34;C07K2317/76;G01N2500/10;A61K39/3955;A61K45/06;C07K16/22;C07K16/2818;G01N33/505;G01N33/5064;G01N33/574;A61K2039/505;A61K2039/507;A61K2039/55;C07K2317/34;C07K2317/76;G01N2500/10
74230247,"T CELL RECEPTORS AND METHODS OF USE THEREOF","The present disclosure is directed recombinant T cell receptors capable of binding a MUC5AC epitope and nucleic acid molecules encoding the same. In some aspects, the nucleic acid molecules further comprise a second nucleotide sequence, wherein the second nucleotide sequence or the polypeptide encoded by the second nucleotide sequence inhibits the expression of an endogenous TCR. Other aspects of the disclosure are directed to vectors comprising the nucleic acid molecule and cells comprising the recombinant TCR, the nucleic acid molecule, or the vector. Still other aspects of the disclosure are directed to methods of using the same. In some aspects, the methods comprise treating a cancer in a subject in need thereof.",univ health network[ca],hirano naoto[ca]; sugata kenji[ca]; saso kayoko[ca],20210204,A61K35/17;A61P35/00;C12N15/113;C12N15/63;C12N15/867
74228559,"T CELL RECEPTORS AND METHODS OF USE THEREOF","The present disclosure is directed recombinant T cell receptors capable of binding a CCND1 epitope and nucleic acid molecules encoding the same. In some aspects, the nucleic acid molecules further comprise a second nucleotide sequence, wherein the second nucleotide sequence or the polypeptide encoded by the second nucleotide sequence inhibits the expression of an endogenous TCR. Other aspects of the disclosure are directed to vectors comprising the nucleic acid molecule and cells comprising the recombinant TCR, the nucleic acid molecule, or the vector. Still other aspects of the disclosure are directed to methods of using the same. In some aspects, the methods comprise treating a cancer in a subject in need thereof.",univ health network[ca],hirano naoto[ca]; sugata kenji[ca]; saso kayoko[ca],20210204,A61P35/00;C07K14/7051;C12N15/86;A61K35/17;C12N2740/13043
63642924,"BIOMARKERS FOR THE DIAGNOSIS AND/OR PROGNOSIS OF FRAILTY","The present invention relates to a biomarker panel and the use thereof for the diagnosis and/or prognosis of frailty in a subject. The biomarker panel of the invention comprises the identification of the EGR1 expression alone or in combination with an additional set of two biomarkers and/or further with an additional panel of more than thirty additional biomarkers. The present invention also relates to an in vitro method for the diagnosis and/or prognosis of frailty in a subject, as well as a kit for carrying out said method.",administracion general de la comunidad autonoma de euskadi[es],matheu fernández ander[es]; otaegui bichot david[es]; carrasco garcía estefanía[es]; alberro garitano ainhoa[es]; vergara micheltorena tziar[es]; vrotsou kalliopi[es],20200130,C12Q1/6883;C12Q2600/158
74229599,"T CELL RECEPTORS AND METHODS OF USE THEREOF","The present disclosure is directed recombinant T cell receptors capable of binding a MAGE-A2 epitope and nucleic acid molecules encoding the same. In some aspects, the nucleic acid molecules further comprise a second nucleotide sequence, wherein the second nucleotide sequence or the polypeptide encoded by the second nucleotide sequence inhibits the expression of an endogenous TCR. Other aspects of the disclosure are directed to vectors comprising the nucleic acid molecule and cells comprising the recombinant TCR, the nucleic acid molecule, or the vector. Still other aspects of the disclosure are directed to methods of using the same. In some aspects, the methods comprise treating a cancer in a subject in need thereof.",univ health network[ca],hirano naoto[ca]; sugata kenji[ca]; saso kayoko[ca],20210204,A61K35/15;A61K35/17;A61P35/00;C07K14/00;C12N15/1138;C12N2310/14;C12N2320/31
71521237,"MODIFIED CELL EXPANSION AND USES THEREOF","The present disclosure relates to compositions and methods for enhancing T cell response and/or CAR cell expansion and/or maintenance in vivo and/or in vitro. For example, a method of enhancing T cell-based therapy comprises administering a mixed population of T cells comprising modified T cells comprising a first chimeric antigen receptor (CAR) and modified T cells comprising a second CAR, wherein a binding domain of the first CAR binds a first antigen, and a binding domain of the second CAR binds a second antigen. The first antigen is different from the second antigen. In embodiments, the first CAR binds a surface molecule or antigen of a white blood cell.",innovative cellular therapeutics holdings ltd; innovative cellular therapeutics inc[us],xiao lei[cn]; pu chengfei[cn]; cao zhiyuan[cn]; sun he[cn]; tian le[us],20200716,A61K35/17;A61K39/00;C07K16/28;C07K16/30;C07K19/00
72521280,"ENGINEERED CELLS EXPRESSING ANTI-VIRAL T CELL RECEPTORS AND METHODS OF USE THEREOF","Provided herein are compositions comprising recombinant mammalian cells that express recombinant T cell rectors with specificity against EBV or CMV peptide:MHC antigens. Also provided are therapeutic methods of using the recombinant mammalian cells as cell therapies against viral infections.",gigamune inc[us]; spindler matthew james[us]; johnson david scott[us]; nelson ayla lynn[us]; wagner ellen kathleen[us]; adler adam shultz[us]; lim yoong weam[us]; asensio michael[us],spindler matthew[us]; johnson david[us]; nelson ayla[us]; wagner ellen[us]; adler adam[us]; lim yoong[us]; asensio michael[us],20200924,A61K35/17;A61K49/00;A61K51/10;A61P35/00;C07K14/47
67220720,"MAGEA10 SPECIFIC T CELL RECEPTORS AND THEIR USE","The present invention relates to an isolated T cell receptor (TCR) specific for a MAGEA10-derived peptide and to a polypeptide comprising a functional portion of the TCR. Further implicated are a multivalent TCR complex, a nucleic acid encoding a TCR, a cell expressing the TCR and a pharmaceutical composition comprising the TCR. The invention also refers to the TCR for use as a medicament, in particular to the TCR for use in the treatment of cancer.",medigene immunotherapies gmbh[de],sommermeyer daniel[de]; ellinger christian[de]; bracher aline[de]; mummert christiane[de]; prassmayer laura[de]; putzhammer raphaela[de]; semmelmann alexandra[de],20210114,C07K14/4748;C07K14/7051
71840112,"CHIMERIC ANTIGEN RECEPTOR AND USE THEREOF","Provided in the present application is a chimeric antigen receptor (CAR). The CAR contains a targeting moiety, a transmembrane domain, a co-stimulatory domain and an intracellular signaling domain, wherein the targeting moiety specifically binds to variable regions Vα and Vβ of a T cell receptor (TCR) and/or fragments thereof.",univ shanghai jiaotong[cn],yang xuanming[cn]; fu yangxin[cn]; li fanlin[cn],20200806,A61K35/17;A61P35/00;A61P35/02;C07K16/28;C07K19/00;C12N5/10;C12N15/62;C12N15/63
74193751,"T-CELL RECEPTORS AND METHODS OF USE THEREOF","The present disclosure relates to T-cell receptors (TCRs) and related antigen-binding constructs that selectively target a tumor-specific isoform of human RAD54 Homolog B (RAD 54B). Further disclosed are the antigen-binding constructs specific for binding the peptide in a peptide/MHC complex, as well as the sequences of complementary determining regions of the TCRs.",univ california[us],okada hideho[us]; carrera diego a[us]; ogino hirokazu[us],20210128,A61K39/0011;C07K14/7051;A61K2039/5156;A61K2039/80;C07K2319/03
23264420,"NOVEL NUCLEIC ACIDS AND POLYPEPTIDES","The present invention provides novel nucleic acids, novel polypeptide sequences encoded by the nucleic acids and uses thereof.",hyseq inc[us]; tang tom y[us]; zhang jie[us]; ren feiyan[us]; xue aidong j[us]; zhao qing a[us]; wang jian-rui[us]; wehrman tom[us]; zhou ping[us]; ghosh malabika[us]; wang dunrui[us]; ma yunqing[us]; asundi vinod[us]; wang zhiwei[us]; weng gezhi[us]; haley-vicente dana[us]; drmanac rodoje t[us];nuvelo[us]; drmanac rodoje t[us],tang tom y[us]; zhang jie[us]; ren feiyan[us]; xue aidong j[us]; zhao qing a[us]; wang jian-rui[us]; wehrman tom[us]; zhou ping[us]; ghosh malabika[us]; wang dunrui[us]; ma yunqing[us]; asundi vinod[us]; wang zhiwei[us]; weng gezhi[us]; haley-vicente dana[us]; drmanac rodoje t[us],20030410;20031120,C07K14/47;C07K14/47
63683639,"MR1 RESTRICTED T CELL RECEPTORS FOR CANCER IMMUNOTHERAPY","The invention relates to a method of isolating a T cell that expresses a T cell receptor capable of binding specifically to an antigen presented by a cancer cell in association with an MR1 molecule. The method comprises the steps of (a) providing a preparation of T cells, (b) contacting the preparation with cancer cells expressing MR1 protein; (c) isolating a T cell that is specifically reactive to said cancer cells. The invention further relates to a method of preparing a T cell preparation expressing select MR1 recognizing T cell receptors from transgene expression vectors, the use of such T cell preparations in treatment of cancer, and to collections of MR1 reactive T cell receptor encoding nucleic acids and cells.",univ basel[ch],de libero gennaro[ch]; lepore marco[gb]; mori lucia[ch],20200319,A61K39/0011;C07K14/7051;C12N5/0638;A61K2039/5156;A61K2039/5158;C12N2501/515;C12N2510/00
70974083,"COMPOSITIONS AND METHODS FOR IMMUNOTHERAPY","The present disclosure provides compositions and methods for engineered cellular compositions and methods of immunotherapy utilizing the same. Compositions of the present disclosure for immune cell regulation comprise a chimeric antigen receptor polypeptide, a T cell receptor polypeptide, and combinations thereof.",gracell biotechnologies shanghai co ltd[cn]; suzhou gracell biotechnologies co ltd[cn];gracell biotechnologies (shanghai) co ltd[cn]; suzhou gracell biotechnologies co ltd[cn],he jiaping[cn]; sun zhe[cn]; zhang yongliang[cn]; lin nanjing[cn]; he yan[cn]; liu xin[cn]; li chao[cn]; liu jinghua[cn]; liu liping[cn]; shen lianjun[cn]; jiang pengfei[cn]; cao wei[cn],20200611;20200806,A61P35/00;C07K7/06;C12N5/10;A61P35/00;C07K7/06;C12N5/10
68502008,"COMPOSITIONS AND METHODS FOR IMMUNOTHERAPY","Compositions and methods for editing, e.g., altering a DNA sequence, within the TRBC1, TRBC2 and/or TRAC genes are provided. Compositions and methods for immunotherapy are provided, for example.",intellia therapeutics inc[us],becker amy melissa[us]; goel surbhi[us]; hesse sarah[us]; luster troy aaron[us]; schultes birgit[us]; yazinski stephanie a[us]; vinay pooja[us],20200423,A61K48/0058;C07K14/705;C12N15/1138;C12N15/907;C12N2310/20;C12N2750/14143
72519182,"T CELL EXPRESSING AN FC GAMMA RECEPTOR AND METHODS OF USE THEREOF","A T cell expressing an FC gamma receptor is provided. Accordingly there is provided a T cell genetically engineered to express a first polypeptide comprising an amino acid sequence of an Fc receptor common γ chain (Fc Rγ), said amino acid sequence is capable of transmitting an activating signal; and a second polypeptide comprising an extracellular ligand-binding domain of an Fcγ receptor capable of binding an Fc ligand and an amino acid sequence capable of recruiting said first polypeptide such that upon binding of said Fc ligand to said extracellular ligand-binding domain of said Fcy receptor said activating signal is transmitted.",univ ramot[il],carmi yaron[il]; rider peleg[il]; rasoulouniriana diana[il],20200924,A61K35/17;A61K39/00;A61P35/00
70155376,"HIGH AVIDITY WT1 T CELL RECEPTORS AND USES THEREOF","The present disclosure provides T cell receptors (TCRs) and related binding proteins with high functional avidity against tumor associated antigen p37 from Wilms tumor protein 1 (WT1), T cells expressing such high affinity WT1 specific TCRs, nucleic acids encoding the same, and compositions for use in treating diseases or disorders in which cells overexpress WT1 and/or produce the p37 antigen, such as in cancer.",hutchinson fred cancer res[us],schmitt thomas m[us]; chapuis aude g[us]; greenberg philip d[us],20200917;20201015,A61K35/17;C07K14/7051;C12N5/0636;A61K38/00;C07K2319/00;A61K35/17;C07K14/7051;C12N5/0636;A61K38/00;C07K2319/00
67218773,"MODIFIED CELL EXPANSION AND USES THEREOF","The present disclosure relates to compositions and methods for enhancing T cell response and/or CAR cell expansion in vivo and/or in vitro. For example, a cell may comprise a first chimeric antigen receptor (CAR) and a second CAR, wherein a binding domain of the first CAR binds a first antigen, and a binding domain of the second CAR binds a second antigen. The first antigen is different from the second antigen. In embodiments, the first CAR may recognize a surface molecule of a blood cell.",innovative cellular therapeutics inc[us]; innovative cellular therapeutics co ltd[cn],xiao lei[cn]; pu chengfei[cn]; cao zhiyuan[cn]; wu zhao[cn]; mao li[cn]; bi mao[cn],20190718,A61K35/17;A61K39/0011;A61K39/001102;A61K39/001112;A61K39/00117;A61P35/00;C07K14/7051;C07K16/28;C07K16/2803;C07K16/2878;C07K16/2896;C07K16/3092;C12N5/0636;A61K2039/507;A61K2039/5156;A61K2039/5158;A61K2039/572;C07K2317/622;C07K2317/70;C07K2319/03;C07K2319/33;C12N2510/00;C12N2740/16043
69949278,"T-CELL RECEPTOR RECOGNIZING SSX2 ANTIGEN","Provided by the present invention is a T-cell receptor (TCR) capable of specifically binding to a short peptide KASEKIFYV derived from an SSX2 antigen, wherein the antigen short peptide KASEKIFYV may form a complex together with HLA A0201 and be presented to the cell surface together therewith. Further provided by the present invention are a nucleic acid molecule that encodes the TCR and a vector comprising the nucleic acid molecule. In addition, further provided by the present invention is a cell that transduces the TCR of the present invention.",guangdong xiangxue life sciences ltd[cn],li yi[cn]; hu jing[cn]; li jun[cn]; sun hanli[cn],20200402,A61K35/17;A61K35/17;A61K38/17;A61P35/00;A61P35/00;A61P37/02;A61P37/02;C07K14/7051;C12N5/0636;C12N5/10;C12N15/11;C12N15/86;C12N15/867;C12N2510/00
72044134,"HIGH AFFINITY ENGINEERED T-CELL RECEPTORS TARGETING CMV INFECTED CELLS","Provided herein are engineered T-celi receptors (TCRs) having nanomoiar affinity for the immuno-dominant pp65 peptide residing between residues 495-503 (NLV) in complex with HLA-A2*02:01. The TCRs may be membrane-hound TCRs, soluble TCRs, chimeric TCRs, or chimeric antigen receptors. Also provided are methods of using the engineered TCRs to treat diseases, monitor disease progression, monitor vaccine efficacy, and detecting NLV/A2 presentation on the surface of cells.",univ texas[us],maynard jennifer[us]; wagner ellen[us]; qerqez ahlam[us]; nguyen annalee[us],20200820,A61K35/12;A61K35/14;A61K38/00;A61K38/16
65997940,"CD3-SPECIFIC BINDING MOLECULES","The present invention relates to specific binding molecules which bind to CD3, particularly antibodies and fragments thereof, with improved properties.",immunocore ltd[gb],canestraro martina[gb]; dieckmann nele[gb]; harper stephen[gb]; kirk peter benedict[gb]; mulvaney rachel[gb]; o'dwyer ronan[gb]; robertson ian butler[gb],20200806,C07K14/7051;C07K16/2809;C07K16/30;C07K2317/24;C07K2317/31;C07K2317/565;C07K2317/567;C07K2317/622;C07K2317/70;C07K2317/73;C07K2317/92;C07K2319/00
58739367,"T-CELL IMMUNOTHERAPY SPECIFIC FOR MART-1","The present disclosure provides T cell receptors specific for human melanoma antigen recognized by T cells 1 (MART-1) epitopes for use in treating diseases or disorders, such as cancer cells that overexpress MART-1.",hutchinson fred cancer res[us],chapuis aude[us]; greenberg philip[us]; schmitt thomas[us]; yee cassian[us],20171109,A61K39/39541;A61K35/17;A61P35/00;C07K14/7051;C07K16/2818;C07K16/3053;A61K2039/505;C07K2317/24;C07K2317/73;C07K2317/76
74194001,"COMPOSITION AND METHOD FOR ADOPTIVE IMMUNOTHERAPY","The present invention relates to agents, compositions, and methods to confer and/or increase immune responses mediated by cellular immunotherapy.",yang wen[us],yang wen[us],20210128,A61K35/17;A61K39/001168;A61K39/001188;A61P35/00;C07K14/7051;A61K2039/5156;A61K2039/5158;C07K2319/03;C07K2319/33
67296956,"CD5 SPECIFIC T CELL RECEPTOR CELL OR GENE THERAPY","The present invention is directed to the field of immunotherapy, in particular, adoptive T cell therapy or T cell receptor (TCR) gene therapy of cancer. The invention provides nucleic acids encoding at least one TCR alpha or beta chain construct of a TCR construct capable of specifically binding to a peptide from the T-cell lineage specific antigen CD5, preferably SEQ ID NO: 1 or 33, in the context of a human MHC I such as HLA-A*02, in particular HLA-A*02:01. The invention also provides corresponding proteins and host cells, preferably, CD8+ T cells, expressing said TCR construct. Treatment optionally is in the context of allogeneic stem cell transplantation, in particular, mismatch-transplantation, or haploidentical transplantation, or in combination with an agent capable of inhibiting expression of HLA-A*02 in the TCR-transgenic T cells. The invention thus also provides compositions and kits comprising the nucleic acids of the invention in combination with an agent capable of inhibiting expression of HLA-A*02, and, as well as the medical use of such compositions and kits. The nucleic acids, compositions and kits, proteins or host cells may be for use in the diagnosis, prevention and/or treatment of a CD5-positive T-cell lymphoma or T-cell leukemia, no matter whether the antigen is expressed on the cell surface, intracytoplasmic or in both manners.",max delbrueck centrum fuer molekulare medizin helmholtz gemeinschaft[de]; univ berlin charite[de],pezzutto antonio[de]; blankenstein thomas[de]; cakmak-görür nese[de]; belbaraka elmehdi[de],20210107,A61K31/7088;A61K35/17;C07K14/7051;C12N15/1138;C12N15/90;A61K38/00;C12N2310/14;C12N2310/20;C12N2740/10043
72336987,"SELECTION OF T CELL RECEPTORS","Methods are provided to separately isolate antigen-binding T cells and antigen-activated T cells derived from a starting population of peripheral blood mononuclear cells, and to identify overlapping T cell receptor clonotypes. Antigens include personal and shared neoantigens as well as cancer-testis antigens. The T cell receptor clonotypes can be further used to develop cancer treatment therapies.",gritstone oncology inc[us],davis matthew joseph[us]; francis joshua michael[us]; jalloh abubakar[us]; jooss karin[us]; palmer christine denise[us]; skoberne mojca[us],20200910,C07K14/7051;G01N33/505;G16B20/30;G01N33/6878;G01N2333/705;G01N2333/70539;G16B40/20
66494593,"ISOLATED T-CELL RECEPTOR, CELL MODIFIED BY SAME, CODING NUCLEIC ACIDS, EXPRESSION VECTOR, PREPARATION METHOD, PHARMACEUTICAL COMPOSITION, AND APPLICATIONS","Provided are an isolated T-cell receptor, a cell modified by same, coding nucleic acids, an expression vector, a preparation method, a pharmaceutical composition, and applications. The isolated T-cell receptor (TCR) comprises at least one of an α chain and a β chain, both the α chain and the β chain comprising a variable region and a constant region, and is characterized in that the T cell receptor specifically identifies antigen Her2/neu expressed by tumor cells, the amino acid sequence of the variable region of the α chain has a consistency of at least 98% with the amino acid sequence as represented by SEQ ID NO: 19, and the amino acid sequence of the variable region of the β chain has a consistency of at least 98% with the amino acid sequence as represented by SEQ ID NO: 20. The TCR specifically identifies the tumor antigen and, at the same time, prevents any possible off-target toxicity reaction. The use of the TCR in modifying an immune cell provides significant antitumor effects.",hangzhou converd co ltd[cn]; synimmune inc[us],hou yafei[us]; hou dawei[us]; tan xiankui[cn],20190523,A61P35/00;C12N5/10
65997844,"HALF-LIFE EXTENDED IMMTAC BINDING CD3 AND A HLA-A*02 RESTRICTED PEPTIDE","The present invention relates to soluble multi-domain binding molecules comprising T cell receptors (TCR) having specificity for an antigen, an immunoglobulin Fc domain or an albumin-binding moiety; and an immune effector domain. Such multi-domain binding molecules are advantageous because they display improved half-life while retaining function.",immunocore ltd[gb],conroy paul[gb]; hearty stephen[gb]; georges amandine[gb]; mak lok hang[gb]; lissin nikolai[gb]; johnson andrew david[gb]; hodgson emma[gb]; uye udofoyo[gb],20200806,C07K14/7051;C07K16/18;C07K16/2809;C07K16/2833;C07K16/3053;A61K2039/505;C07K2317/31;C07K2317/32;C07K2317/34;C07K2317/526;C07K2317/569;C07K2317/622;C07K2317/94;C07K2319/00
